,source,target,weight
5443,Henry McCoy,Madelyne Pryor,1324
5444,Henry McCoy,Morlocks,844
5445,Henry McCoy,Mark Hallett,24
5446,Henry McCoy,Callisto,124
5447,Henry McCoy,Plague,920
5448,Henry McCoy,Masque,320
5449,Henry McCoy,Keniuchio Harada,0
5450,Henry McCoy,National Security Council,20
5451,Henry McCoy,Valerie Cooper,424
5452,Henry McCoy,Project Wideawake,20
5453,Henry McCoy,Douglas Ramsey,44
5454,Henry McCoy,Leech,2000
5455,Henry McCoy,Selene Gallio,140
5456,Henry McCoy,Forge,1520
5457,Henry McCoy,Adversary,0
5458,Henry McCoy,Amara Aquilla,44
5459,Henry McCoy,Nimrod (Earth-811),20
5460,Henry McCoy,Magus (Technarch),100
5461,Henry McCoy,Warlock (Technarch),680
5462,Henry McCoy,Hellions,0
5463,Henry McCoy,James Proudstar,100
5464,Henry McCoy,Manuel de la Rocha,0
5465,Henry McCoy,Jennifer Stavros,0
5466,Henry McCoy,Lila Cheney,100
5467,Henry McCoy,Freedom Force,804
5468,Henry McCoy,Rita Wayword,404
5469,Henry McCoy,Nathan Summers,3384
5470,Henry McCoy,Nathan Summers,3384
5471,Henry McCoy,Nathan Summers,3384
5472,Henry McCoy,Nathan Summers,3384
5473,Henry McCoy,Nathan Summers,3304
5474,Henry McCoy,Nathan Summers,3304
5475,Henry McCoy,Nathan Summers,3304
5476,Henry McCoy,Nathan Summers,3304
5477,Henry McCoy,Nathan Summers,3464
5478,Henry McCoy,Nathan Summers,3464
5479,Henry McCoy,Nathan Summers,3464
5480,Henry McCoy,Nathan Summers,3464
5481,Henry McCoy,Nathan Summers,3384
5482,Henry McCoy,Nathan Summers,3384
5483,Henry McCoy,Nathan Summers,3384
5484,Henry McCoy,Nathan Summers,3384
5485,Henry McCoy,Brightwind,240
5486,Henry McCoy,Yuriko Oyama,120
5487,Henry McCoy,Marauders,604
5488,Henry McCoy,Philippa Sontag,300
5489,Henry McCoy,Kodiak Noatak,420
5490,Henry McCoy,Alice MacAllister,300
5491,Henry McCoy,John Greycrow,400
5492,Henry McCoy,Vertigo (Savage Land Mutate),200
5493,Henry McCoy,X-Factor,7524
5494,Henry McCoy,Elizabeth Braddock,1324
5495,Henry McCoy,Sharon Friedlander,0
5496,Henry McCoy,Thomas Corsi,0
5497,Henry McCoy,Victor Creed,500
5498,Henry McCoy,Nathaniel Essex,300
5499,Henry McCoy,Frank Bohannan,400
5500,Henry McCoy,Louis Hamilton,200
5501,Henry McCoy,Martin Fletcher,300
5502,Henry McCoy,Gateway,20
5503,Henry McCoy,Reavers,20
5504,Henry McCoy,Bonebreaker,0
5505,Henry McCoy,Pretty Boy,0
5506,Henry McCoy,Skullbuster,0
5507,Henry McCoy,Right,940
5508,Henry McCoy,Patricia Tilby,2100
5509,Henry McCoy,Cameron Hodge,3240
5510,Henry McCoy,Jennifer Ransome,200
5511,Henry McCoy,Cormick Grimshaw,300
5512,Henry McCoy,Magistrates,700
5513,Henry McCoy,David Moreau,600
5514,Henry McCoy,Phillip Moreau,200
5515,Henry McCoy,Wipeout,700
5516,Henry McCoy,N'astirh,400
5517,Henry McCoy,Tam Anderson,400
5518,Henry McCoy,En Sabah Nur,2480
5519,Henry McCoy,Prosh,4320
5520,Henry McCoy,Prosh,4320
5521,Henry McCoy,Jubilation Lee,920
5522,Henry McCoy,Eleanor Murch,500
5523,Henry McCoy,Orphan-Maker (Peter),400
5524,Henry McCoy,Weird Happenings Organization,0
5525,Henry McCoy,Alysande Stuart,0
5526,Henry McCoy,Lian Shen,20
5527,Henry McCoy,Jacob Reisz,120
5528,Henry McCoy,Excalibur,100
5529,Henry McCoy,Alistaire Stuart,100
5530,Henry McCoy,Muir Island X-Men,1120
5531,Henry McCoy,David Haller,300
5532,Henry McCoy,Guido Carosella,400
5533,Henry McCoy,Charlotte Jones,1200
5534,Henry McCoy,Mutant Liberation Front,100
5535,Henry McCoy,Remy LeBeau,1200
5536,Henry McCoy,Tabitha Smith,2800
5537,Henry McCoy,Julio Richter,2500
5538,Henry McCoy,Emmanuel Da Costa,100
5539,Henry McCoy,Sharon Smith,0
5540,Henry McCoy,Haroun ibn Sallah al-Rashid,0
5541,Henry McCoy,Marie-Ange Colbert,0
5542,Henry McCoy,Hela,0
5543,Henry McCoy,Gosamyr,0
5544,Henry McCoy,Arthur Maddicks,2500
5545,Henry McCoy,Sally Blevins,2700
5546,Henry McCoy,Russell Collins,3000
5547,Henry McCoy,Eitri,0
5548,Henry McCoy,Hrimhari,0
5549,Henry McCoy,Richard Gill,0
5550,Henry McCoy,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),100
5551,Henry McCoy,Michael McCain,0
5552,Henry McCoy,Nathan Summers (Stryfe) (Earth-4935),0
5553,Henry McCoy,Tyler Dayspring (Earth-4935),0
5554,Henry McCoy,Vanessa Carlysle,100
5555,Henry McCoy,Gideon,0
5556,Henry McCoy,Wade Wilson,0
5557,Henry McCoy,Maria Callasantos,100
5558,Henry McCoy,X-Force,100
5559,Henry McCoy,Edward Pasternak,700
5560,Henry McCoy,Abraham Kieros,1120
5561,Henry McCoy,Autumn Rolfson,1120
5562,Henry McCoy,Horsemen of Apocalypse,1100
5563,Henry McCoy,Gammenon,700
5564,Henry McCoy,Chosen,700
5565,Henry McCoy,Seera,700
5566,Henry McCoy,Lev,700
5567,Henry McCoy,Rejects,700
5568,Henry McCoy,Opal Tanaka,800
5569,Henry McCoy,Meggan Puceanu,100
5570,Henry McCoy,Metropolitan Police Service,0
5571,Henry McCoy,Nigel Frobisher,0
5572,Henry McCoy,Opul Lun Sat-Yr-Nin (Earth-794),0
5573,Henry McCoy,George Washington Bridge,0
5574,Henry McCoy,Garrison Kane,0
5575,Moira MacTaggert (Earth-TRN748),Shi'ar Imperial Fleet,200
5576,Moira MacTaggert (Earth-TRN748),Lilandra Neramani,1224
5577,Moira MacTaggert (Earth-TRN748),Jimaine Szardos,608
5578,Moira MacTaggert (Earth-TRN748),Peter Corbeau,500
5579,Moira MacTaggert (Earth-TRN748),Nicholas Fury,244
5580,Moira MacTaggert (Earth-TRN748),Thomas Cassidy,204
5581,Moira MacTaggert (Earth-TRN748),"Strategic Homeland Intervention, Enforcement and Logistics Division",100
5582,Moira MacTaggert (Earth-TRN748),Hellfire Club,524
5583,Moira MacTaggert (Earth-TRN748),Phoenix Force,1548
5584,Moira MacTaggert (Earth-TRN748),Phoenix Force,1548
5585,Moira MacTaggert (Earth-TRN748),Phoenix Force,1548
5586,Moira MacTaggert (Earth-TRN748),Phoenix Force,1548
5587,Moira MacTaggert (Earth-TRN748),Cain Marko,304
5588,Moira MacTaggert (Earth-TRN748),Mercedes Knight,520
5589,Moira MacTaggert (Earth-TRN748),Max Eisenhardt,1728
5590,Moira MacTaggert (Earth-TRN748),James Madrox,1220
5591,Moira MacTaggert (Earth-TRN748),John Grey,524
5592,Moira MacTaggert (Earth-TRN748),Elaine Grey,524
5593,Moira MacTaggert (Earth-TRN748),Starjammers,520
5594,Moira MacTaggert (Earth-TRN748),Ch'od,404
5595,Moira MacTaggert (Earth-TRN748),Cr'reee,304
5596,Moira MacTaggert (Earth-TRN748),Christopher Summers,704
5597,Moira MacTaggert (Earth-TRN748),Hepzibah,304
5598,Moira MacTaggert (Earth-TRN748),Raza Longknife,304
5599,Moira MacTaggert (Earth-TRN748),Imperial Guard,104
5600,Moira MacTaggert (Earth-TRN748),Kallark,224
5601,Moira MacTaggert (Earth-TRN748),Sybil (Oracle),104
5602,Moira MacTaggert (Earth-TRN748),Araki,300
5603,Moira MacTaggert (Earth-TRN748),Karl Lykos,4
5604,Moira MacTaggert (Earth-TRN748),Mariko Yashida,200
5605,Moira MacTaggert (Earth-TRN748),Colleen Wing,300
5606,Moira MacTaggert (Earth-TRN748),Arcade,324
5607,Moira MacTaggert (Earth-TRN748),Miss Locke,320
5608,Moira MacTaggert (Earth-TRN748),Jason Wyngarde,624
5609,Moira MacTaggert (Earth-TRN748),Peter Parker,204
5610,Moira MacTaggert (Earth-TRN748),Brian Braddock,320
5611,Moira MacTaggert (Earth-TRN748),Illyana Rasputina,1164
5612,Moira MacTaggert (Earth-TRN748),Dai Thomas,0
5613,Moira MacTaggert (Earth-TRN748),Katherine Pryde,2000
5614,Moira MacTaggert (Earth-TRN748),Emma Frost,200
5615,Moira MacTaggert (Earth-TRN748),Sebastian Shaw,604
5616,Moira MacTaggert (Earth-TRN748),Harold Leland,304
5617,Moira MacTaggert (Earth-TRN748),Donald Pierce,524
5618,Moira MacTaggert (Earth-TRN748),Alison Blaire,700
5619,Moira MacTaggert (Earth-TRN748),Candace Southern,104
5620,Moira MacTaggert (Earth-TRN748),Sage,200
5621,Moira MacTaggert (Earth-TRN748),Wade Cole,500
5622,Moira MacTaggert (Earth-TRN748),Angelo Macon,500
5623,Moira MacTaggert (Earth-TRN748),Murray Reese,500
5624,Moira MacTaggert (Earth-TRN748),Robert Kelly,420
5625,Moira MacTaggert (Earth-TRN748),New York City Police Department,200
5626,Moira MacTaggert (Earth-TRN748),Frederick Dukes,724
5627,Moira MacTaggert (Earth-TRN748),Stephanie Hunter,520
5628,Moira MacTaggert (Earth-TRN748),Katherine Pryde (Earth-811),500
5629,Moira MacTaggert (Earth-TRN748),Rachel Summers (Earth-811),600
5630,Moira MacTaggert (Earth-TRN748),Brotherhood of Evil Mutants,300
5631,Moira MacTaggert (Earth-TRN748),Raven Darkhölme,1200
5632,Moira MacTaggert (Earth-TRN748),Raven Darkhölme,1100
5633,Moira MacTaggert (Earth-TRN748),Irene Adler,500
5634,Moira MacTaggert (Earth-TRN748),St. John Allerdyce,700
5635,Moira MacTaggert (Earth-TRN748),Dominikos Petrakis,420
5636,Moira MacTaggert (Earth-TRN748),Henry Gyrich,300
5637,Moira MacTaggert (Earth-TRN748),Aleytys Forrester,720
5638,Moira MacTaggert (Earth-TRN748),Theresa Cassidy,400
5639,Moira MacTaggert (Earth-TRN748),Caliban,100
5640,Moira MacTaggert (Earth-TRN748),Carol Danvers,648
5641,Moira MacTaggert (Earth-TRN748),Cal'syee Neramani,120
5642,Moira MacTaggert (Earth-TRN748),Sikorsky,204
5643,Moira MacTaggert (Earth-TRN748),Rogue (Anna Marie),1524
5644,Moira MacTaggert (Earth-TRN748),S'ym,100
5645,Moira MacTaggert (Earth-TRN748),Xi'an Coy Manh,600
5646,Moira MacTaggert (Earth-TRN748),Lockheed,540
5647,Moira MacTaggert (Earth-TRN748),New Mutants,1660
5648,Moira MacTaggert (Earth-TRN748),Samuel Guthrie,1260
5649,Moira MacTaggert (Earth-TRN748),Samuel Guthrie,1260
5650,Moira MacTaggert (Earth-TRN748),Rahne Sinclair,1640
5651,Moira MacTaggert (Earth-TRN748),Danielle Moonstar,1240
5652,Moira MacTaggert (Earth-TRN748),Roberto Da Costa,1280
5653,Moira MacTaggert (Earth-TRN748),Madelyne Pryor,124
5654,Moira MacTaggert (Earth-TRN748),Morlocks,620
5655,Moira MacTaggert (Earth-TRN748),Mark Hallett,200
5656,Moira MacTaggert (Earth-TRN748),Callisto,1100
5657,Moira MacTaggert (Earth-TRN748),Plague,0
5658,Moira MacTaggert (Earth-TRN748),Masque,200
5659,Moira MacTaggert (Earth-TRN748),Keniuchio Harada,0
5660,Moira MacTaggert (Earth-TRN748),National Security Council,100
5661,Moira MacTaggert (Earth-TRN748),Valerie Cooper,300
5662,Moira MacTaggert (Earth-TRN748),Project Wideawake,100
5663,Moira MacTaggert (Earth-TRN748),Douglas Ramsey,640
5664,Moira MacTaggert (Earth-TRN748),Leech,0
5665,Moira MacTaggert (Earth-TRN748),Selene Gallio,200
5666,Moira MacTaggert (Earth-TRN748),Forge,1320
5667,Moira MacTaggert (Earth-TRN748),Adversary,100
5668,Moira MacTaggert (Earth-TRN748),Amara Aquilla,440
5669,Moira MacTaggert (Earth-TRN748),Nimrod (Earth-811),0
5670,Moira MacTaggert (Earth-TRN748),Magus (Technarch),200
5671,Moira MacTaggert (Earth-TRN748),Warlock (Technarch),920
5672,Moira MacTaggert (Earth-TRN748),Hellions,0
5673,Moira MacTaggert (Earth-TRN748),James Proudstar,0
5674,Moira MacTaggert (Earth-TRN748),Manuel de la Rocha,200
5675,Moira MacTaggert (Earth-TRN748),Jennifer Stavros,0
5676,Moira MacTaggert (Earth-TRN748),Lila Cheney,300
5677,Moira MacTaggert (Earth-TRN748),Freedom Force,600
5678,Moira MacTaggert (Earth-TRN748),Rita Wayword,100
5679,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5680,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5681,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5682,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5683,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5684,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5685,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5686,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5687,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5688,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5689,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5690,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5691,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5692,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5693,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5694,Moira MacTaggert (Earth-TRN748),Nathan Summers,300
5695,Moira MacTaggert (Earth-TRN748),Brightwind,100
5696,Moira MacTaggert (Earth-TRN748),Yuriko Oyama,420
5697,Moira MacTaggert (Earth-TRN748),Marauders,120
5698,Moira MacTaggert (Earth-TRN748),Philippa Sontag,20
5699,Moira MacTaggert (Earth-TRN748),Kodiak Noatak,20
5700,Moira MacTaggert (Earth-TRN748),Alice MacAllister,100
5701,Moira MacTaggert (Earth-TRN748),John Greycrow,20
5702,Moira MacTaggert (Earth-TRN748),Vertigo (Savage Land Mutate),20
5703,Moira MacTaggert (Earth-TRN748),X-Factor,500
5704,Moira MacTaggert (Earth-TRN748),Elizabeth Braddock,1520
5705,Moira MacTaggert (Earth-TRN748),Sharon Friedlander,900
5706,Moira MacTaggert (Earth-TRN748),Thomas Corsi,700
5707,Moira MacTaggert (Earth-TRN748),Victor Creed,200
5708,Moira MacTaggert (Earth-TRN748),Nathaniel Essex,20
5709,Moira MacTaggert (Earth-TRN748),Frank Bohannan,400
5710,Moira MacTaggert (Earth-TRN748),Louis Hamilton,200
5711,Moira MacTaggert (Earth-TRN748),Martin Fletcher,400
5712,Moira MacTaggert (Earth-TRN748),Gateway,120
5713,Moira MacTaggert (Earth-TRN748),Reavers,420
5714,Moira MacTaggert (Earth-TRN748),Bonebreaker,400
5715,Moira MacTaggert (Earth-TRN748),Pretty Boy,400
5716,Moira MacTaggert (Earth-TRN748),Skullbuster,300
5717,Moira MacTaggert (Earth-TRN748),Right,0
5718,Moira MacTaggert (Earth-TRN748),Patricia Tilby,0
5719,Moira MacTaggert (Earth-TRN748),Cameron Hodge,100
5720,Moira MacTaggert (Earth-TRN748),Jennifer Ransome,200
5721,Moira MacTaggert (Earth-TRN748),Cormick Grimshaw,100
5722,Moira MacTaggert (Earth-TRN748),Magistrates,200
5723,Moira MacTaggert (Earth-TRN748),David Moreau,200
5724,Moira MacTaggert (Earth-TRN748),Phillip Moreau,220
5725,Moira MacTaggert (Earth-TRN748),Wipeout,0
5726,Moira MacTaggert (Earth-TRN748),N'astirh,0
5727,Moira MacTaggert (Earth-TRN748),Tam Anderson,200
5728,Moira MacTaggert (Earth-TRN748),En Sabah Nur,0
5729,Moira MacTaggert (Earth-TRN748),Prosh,200
5730,Moira MacTaggert (Earth-TRN748),Prosh,200
5731,Moira MacTaggert (Earth-TRN748),Jubilation Lee,920
5732,Moira MacTaggert (Earth-TRN748),Eleanor Murch,0
5733,Moira MacTaggert (Earth-TRN748),Orphan-Maker (Peter),0
5734,Moira MacTaggert (Earth-TRN748),Weird Happenings Organization,300
5735,Moira MacTaggert (Earth-TRN748),Alysande Stuart,400
5736,Moira MacTaggert (Earth-TRN748),Lian Shen,420
5737,Moira MacTaggert (Earth-TRN748),Jacob Reisz,520
5738,Moira MacTaggert (Earth-TRN748),Excalibur,300
5739,Moira MacTaggert (Earth-TRN748),Alistaire Stuart,100
5740,Moira MacTaggert (Earth-TRN748),Muir Island X-Men,1020
5741,Moira MacTaggert (Earth-TRN748),David Haller,1500
5742,Moira MacTaggert (Earth-TRN748),Guido Carosella,600
5743,Moira MacTaggert (Earth-TRN748),Charlotte Jones,0
5744,Moira MacTaggert (Earth-TRN748),Mutant Liberation Front,100
5745,Moira MacTaggert (Earth-TRN748),Remy LeBeau,500
5746,Moira MacTaggert (Earth-TRN748),Tabitha Smith,400
5747,Moira MacTaggert (Earth-TRN748),Julio Richter,400
5748,Moira MacTaggert (Earth-TRN748),Emmanuel Da Costa,200
5749,Moira MacTaggert (Earth-TRN748),Sharon Smith,0
5750,Moira MacTaggert (Earth-TRN748),Haroun ibn Sallah al-Rashid,0
5751,Moira MacTaggert (Earth-TRN748),Marie-Ange Colbert,0
5752,Moira MacTaggert (Earth-TRN748),Hela,0
5753,Moira MacTaggert (Earth-TRN748),Gosamyr,0
5754,Moira MacTaggert (Earth-TRN748),Arthur Maddicks,0
5755,Moira MacTaggert (Earth-TRN748),Sally Blevins,100
5756,Moira MacTaggert (Earth-TRN748),Russell Collins,100
5757,Moira MacTaggert (Earth-TRN748),Eitri,0
5758,Moira MacTaggert (Earth-TRN748),Hrimhari,0
5759,Moira MacTaggert (Earth-TRN748),Richard Gill,0
5760,Moira MacTaggert (Earth-TRN748),Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),100
5761,Moira MacTaggert (Earth-TRN748),Michael McCain,0
5762,Moira MacTaggert (Earth-TRN748),Nathan Summers (Stryfe) (Earth-4935),0
5763,Moira MacTaggert (Earth-TRN748),Tyler Dayspring (Earth-4935),0
5764,Moira MacTaggert (Earth-TRN748),Vanessa Carlysle,0
5765,Moira MacTaggert (Earth-TRN748),Gideon,0
5766,Moira MacTaggert (Earth-TRN748),Wade Wilson,0
5767,Moira MacTaggert (Earth-TRN748),Maria Callasantos,0
5768,Moira MacTaggert (Earth-TRN748),X-Force,0
5769,Moira MacTaggert (Earth-TRN748),Edward Pasternak,0
5770,Moira MacTaggert (Earth-TRN748),Abraham Kieros,0
5771,Moira MacTaggert (Earth-TRN748),Autumn Rolfson,0
5772,Moira MacTaggert (Earth-TRN748),Horsemen of Apocalypse,0
5773,Moira MacTaggert (Earth-TRN748),Gammenon,0
5774,Moira MacTaggert (Earth-TRN748),Chosen,0
5775,Moira MacTaggert (Earth-TRN748),Seera,0
5776,Moira MacTaggert (Earth-TRN748),Lev,0
5777,Moira MacTaggert (Earth-TRN748),Rejects,0
5778,Moira MacTaggert (Earth-TRN748),Opal Tanaka,0
5779,Moira MacTaggert (Earth-TRN748),Meggan Puceanu,300
5780,Moira MacTaggert (Earth-TRN748),Metropolitan Police Service,0
5781,Moira MacTaggert (Earth-TRN748),Nigel Frobisher,100
5782,Moira MacTaggert (Earth-TRN748),Opul Lun Sat-Yr-Nin (Earth-794),100
5783,Moira MacTaggert (Earth-TRN748),George Washington Bridge,0
5784,Moira MacTaggert (Earth-TRN748),Garrison Kane,0
5785,Shi'ar Imperial Fleet,Lilandra Neramani,620
5786,Shi'ar Imperial Fleet,Jimaine Szardos,0
5787,Shi'ar Imperial Fleet,Peter Corbeau,100
5788,Shi'ar Imperial Fleet,Nicholas Fury,0
5789,Shi'ar Imperial Fleet,Thomas Cassidy,0
5790,Shi'ar Imperial Fleet,"Strategic Homeland Intervention, Enforcement and Logistics Division",0
5791,Shi'ar Imperial Fleet,Hellfire Club,0
5792,Shi'ar Imperial Fleet,Phoenix Force,220
5793,Shi'ar Imperial Fleet,Phoenix Force,220
5794,Shi'ar Imperial Fleet,Phoenix Force,220
5795,Shi'ar Imperial Fleet,Phoenix Force,220
5796,Shi'ar Imperial Fleet,Cain Marko,0
5797,Shi'ar Imperial Fleet,Mercedes Knight,200
5798,Shi'ar Imperial Fleet,Max Eisenhardt,100
5799,Shi'ar Imperial Fleet,James Madrox,100
5800,Shi'ar Imperial Fleet,John Grey,200
5801,Shi'ar Imperial Fleet,Elaine Grey,200
5802,Shi'ar Imperial Fleet,Starjammers,400
5803,Shi'ar Imperial Fleet,Ch'od,400
5804,Shi'ar Imperial Fleet,Cr'reee,200
5805,Shi'ar Imperial Fleet,Christopher Summers,500
5806,Shi'ar Imperial Fleet,Hepzibah,300
5807,Shi'ar Imperial Fleet,Raza Longknife,300
5808,Shi'ar Imperial Fleet,Imperial Guard,200
5809,Shi'ar Imperial Fleet,Kallark,200
5810,Shi'ar Imperial Fleet,Sybil (Oracle),100
5811,Shi'ar Imperial Fleet,Araki,300
5812,Shi'ar Imperial Fleet,Karl Lykos,0
5813,Shi'ar Imperial Fleet,Mariko Yashida,0
5814,Shi'ar Imperial Fleet,Colleen Wing,0
5815,Shi'ar Imperial Fleet,Arcade,0
5816,Shi'ar Imperial Fleet,Miss Locke,0
5817,Shi'ar Imperial Fleet,Jason Wyngarde,0
5818,Shi'ar Imperial Fleet,Peter Parker,0
5819,Shi'ar Imperial Fleet,Brian Braddock,0
5820,Shi'ar Imperial Fleet,Illyana Rasputina,100
5821,Shi'ar Imperial Fleet,Dai Thomas,0
5822,Shi'ar Imperial Fleet,Katherine Pryde,400
5823,Shi'ar Imperial Fleet,Emma Frost,0
5824,Shi'ar Imperial Fleet,Sebastian Shaw,0
5825,Shi'ar Imperial Fleet,Harold Leland,0
5826,Shi'ar Imperial Fleet,Donald Pierce,0
5827,Shi'ar Imperial Fleet,Alison Blaire,0
5828,Shi'ar Imperial Fleet,Candace Southern,0
5829,Shi'ar Imperial Fleet,Sage,0
5830,Shi'ar Imperial Fleet,Wade Cole,0
5831,Shi'ar Imperial Fleet,Angelo Macon,0
5832,Shi'ar Imperial Fleet,Murray Reese,0
5833,Shi'ar Imperial Fleet,Robert Kelly,0
5834,Shi'ar Imperial Fleet,New York City Police Department,300
5835,Shi'ar Imperial Fleet,Frederick Dukes,0
5836,Shi'ar Imperial Fleet,Stephanie Hunter,0
5837,Shi'ar Imperial Fleet,Katherine Pryde (Earth-811),0
5838,Shi'ar Imperial Fleet,Rachel Summers (Earth-811),0
5839,Shi'ar Imperial Fleet,Brotherhood of Evil Mutants,0
5840,Shi'ar Imperial Fleet,Raven Darkhölme,0
5841,Shi'ar Imperial Fleet,Raven Darkhölme,0
5842,Shi'ar Imperial Fleet,Irene Adler,0
5843,Shi'ar Imperial Fleet,St. John Allerdyce,0
5844,Shi'ar Imperial Fleet,Dominikos Petrakis,0
5845,Shi'ar Imperial Fleet,Henry Gyrich,0
5846,Shi'ar Imperial Fleet,Aleytys Forrester,0
5847,Shi'ar Imperial Fleet,Theresa Cassidy,0
5848,Shi'ar Imperial Fleet,Caliban,0
5849,Shi'ar Imperial Fleet,Carol Danvers,100
5850,Shi'ar Imperial Fleet,Cal'syee Neramani,300
5851,Shi'ar Imperial Fleet,Sikorsky,200
5852,Shi'ar Imperial Fleet,Rogue (Anna Marie),0
5853,Shi'ar Imperial Fleet,S'ym,0
5854,Shi'ar Imperial Fleet,Xi'an Coy Manh,0
5855,Shi'ar Imperial Fleet,Lockheed,0
5856,Shi'ar Imperial Fleet,New Mutants,0
5857,Shi'ar Imperial Fleet,Samuel Guthrie,0
5858,Shi'ar Imperial Fleet,Samuel Guthrie,0
5859,Shi'ar Imperial Fleet,Rahne Sinclair,0
5860,Shi'ar Imperial Fleet,Danielle Moonstar,0
5861,Shi'ar Imperial Fleet,Roberto Da Costa,0
5862,Shi'ar Imperial Fleet,Madelyne Pryor,0
5863,Shi'ar Imperial Fleet,Morlocks,0
5864,Shi'ar Imperial Fleet,Mark Hallett,0
5865,Shi'ar Imperial Fleet,Callisto,0
5866,Shi'ar Imperial Fleet,Plague,0
5867,Shi'ar Imperial Fleet,Masque,0
5868,Shi'ar Imperial Fleet,Keniuchio Harada,0
5869,Shi'ar Imperial Fleet,National Security Council,0
5870,Shi'ar Imperial Fleet,Valerie Cooper,0
5871,Shi'ar Imperial Fleet,Project Wideawake,0
5872,Shi'ar Imperial Fleet,Douglas Ramsey,0
5873,Shi'ar Imperial Fleet,Leech,0
5874,Shi'ar Imperial Fleet,Selene Gallio,0
5875,Shi'ar Imperial Fleet,Forge,0
5876,Shi'ar Imperial Fleet,Adversary,0
5877,Shi'ar Imperial Fleet,Amara Aquilla,0
5878,Shi'ar Imperial Fleet,Nimrod (Earth-811),0
5879,Shi'ar Imperial Fleet,Magus (Technarch),0
5880,Shi'ar Imperial Fleet,Warlock (Technarch),0
5881,Shi'ar Imperial Fleet,Hellions,0
5882,Shi'ar Imperial Fleet,James Proudstar,0
5883,Shi'ar Imperial Fleet,Manuel de la Rocha,0
5884,Shi'ar Imperial Fleet,Jennifer Stavros,0
5885,Shi'ar Imperial Fleet,Lila Cheney,0
5886,Shi'ar Imperial Fleet,Freedom Force,0
5887,Shi'ar Imperial Fleet,Rita Wayword,0
5888,Shi'ar Imperial Fleet,Nathan Summers,0
5889,Shi'ar Imperial Fleet,Nathan Summers,0
5890,Shi'ar Imperial Fleet,Nathan Summers,0
5891,Shi'ar Imperial Fleet,Nathan Summers,0
5892,Shi'ar Imperial Fleet,Nathan Summers,0
5893,Shi'ar Imperial Fleet,Nathan Summers,0
5894,Shi'ar Imperial Fleet,Nathan Summers,0
5895,Shi'ar Imperial Fleet,Nathan Summers,0
5896,Shi'ar Imperial Fleet,Nathan Summers,0
5897,Shi'ar Imperial Fleet,Nathan Summers,0
5898,Shi'ar Imperial Fleet,Nathan Summers,0
5899,Shi'ar Imperial Fleet,Nathan Summers,0
5900,Shi'ar Imperial Fleet,Nathan Summers,0
5901,Shi'ar Imperial Fleet,Nathan Summers,0
5902,Shi'ar Imperial Fleet,Nathan Summers,0
5903,Shi'ar Imperial Fleet,Nathan Summers,0
